ID,CODE,COM,N,1,2,3,4,5,6,7,10,11,15,16,17,18,19,20,21,22,23,24,25,26,98_1,98_2,98_3
207,4506,R&R,2575,8.6,37.8,46.6,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.7,0
208,4507,TNS,1518,0,25,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,21.7,0
209,4508,R&R,2361,6,26.7,36.9,0,0,1.4,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0.7,25.4,0.1
210,4509,R&R,1835,5.2,43,44.8,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,4510,TNS,2163,3.7,53.4,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0
212,4601,R&R,1679,6.6,22.4,57.7,5.2,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.4,6.3,0.2
213,4602,KRC,1761,4.1,34.5,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,1.1,0
214,4603,KRC,1107,3.3,36.7,51.4,1.5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
215,4604,KRC,2626,44.1,39.5,11.8,0,0,0.4,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,2.4,0,0
216,4605,R&R,1557,7,43.6,49.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,4606,R&R,2108,4.5,39.4,49.5,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0.2,0.5,0.5
218,4607,KRC,1336,2.1,47.5,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0
219,4608,KRC,1561,4.9,35.2,55.5,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0
220,4609,R&R,1674,2.1,42.9,53.7,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0
221,4610,R&R,1401,14.3,39.1,42.3,2.6,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
222,4701,TNS,888,45.8,12.4,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,0,0
223,4702,TNS,549,68.8,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,13.6,0,0
224,4703,TNS,1788,46.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,15.3,0
225,4704,KRC,895,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,0
226,4705,KRC,650,73.6,16.4,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,4706,KRC,802,64.6,0,0,0,0,0,0,0,0,0,0,0,35.4,0,0,0,0,0,0,0,0,0,0,0
228,4707,KRC,1871,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.7,0,0
229,4708,KRC,1251,62.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,0
230,4709,TNS,703,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7,0,0
231,4710,KRC,991,83.6,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,4711,KRC,584,75.1,0,0,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,4712,TNS,1062,72.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,17.8,0
234,4713,KRC,1066,74,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4801,R&R,1534,54.1,43.4,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,4802,R&R,3896,42.3,0,7.4,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,4803,TNS,1016,63.7,31.6,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,4804,TNS,975,47.4,45.3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,4805,R&R,1400,47.5,32.9,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,4806,TNS,1094,57.1,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
241,4807,TNS,1050,56.7,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
242,4808,R&R,345,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,4809,TNS,1293,62.8,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,0,0
244,4810,TNS,3187,41.6,55.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.4,0
245,4811,TNS,4374,37,60.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
246,4812,R&R,2526,40.3,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,2.5,42.2
247,4813,R&R,1217,44.6,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,7.2,0
248,4814,TNS,2655,45.9,44,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,4815,TNS,2597,41.8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.1,10.3
250,4816,TNS,1220,67.3,24.4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0
251,4901,TNS,1938,40.1,46.8,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,4902,TNS,2912,45.6,43,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
253,4903,TNS,2239,48.2,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
